post,tags
"Funny? YesInappropriate? YesFun to play with your prudish mother who hesitates every time she reads a card? Ohhhhhh yeaaaaa...It is important to note that the creators of this game will allow you to print all their cards FOR FREE via their website, however who had the time for that? Take into account the cost of toner and that they won't have that 'card-like' feel to them and, well, you might decide that it's worth paying the folks who created the game.And it is totally worth it! Nothing says cheap like rolling out the faux-Cards Against Humanity. Pay for the set(s) and they'll use that to continue creating horrible updates for us horrible people.",5
"My family has played Apples to Apples for many years and now they are grown my daughter kept asking about Cards Against Humanity.  She could not afford to buy so I decided to buy along with the green, red, and blue expansion packs. Oh my, I have never been as entertained or embarrassed as I have been playing this game.  We laughed so hard for hours.  I will never look at family gatherings (or my children) in the same manner again.  Glad I bought the expansion packs with it, we would nearly go through the entire set in one gathering.",5
"As funny as a bunch of rabid squirrels! Oh, I'm loving this game more and more. If you have a dark sense of humor, And no limits, This game is for you. I've been playing it, And love it. The instruction manual is great too! Couldn't stop laughing.Hope you get it, If you have no limitations or can handle dark humor.I played it with my dad last night, And we both laughed so hard, We sprained our backs the next day. So sore, But it was well worth it.My dad nearly passed out laughing.The best that money can buy.",5
"Uhh have you been living under a rock? This is only one of the best party games you could ever play with a group of adults.  Oh you think your friends are mature? As soon as you drop this box on the table, all your friends dark and twisted sides come out real quick. You think to yourself, ‰ÛÏmy friends are pretty mature and I think I know them pretty well.‰ÛÏ Bring this game out and you‰Ûªll see just how twisted your good friends Karen and Steve really are.In all seriousness, this game is fantastic.",5
"After playing this game, I decided to build a bunker under my home.  If this game is any indication of the current state of humanity,  the great fall can not be far off.  I recommend buying as many guns and hoarding as much food and ammo as possible.  If you live in a city you need to GET OUT NOW,  you will NOT be safe there. Do not wait until our once great AMERICA falls, get to a rural area as soon as you can.  While it might be possible you could survive the on-coming apocalypse inside an urban area, your chances will far improve if you get to the countryside now before it's too late.And, If you live in California, I recommend leaving the state entirely, it's your only hope.",5
"My family's love of margaritas and juvenile humor came together as never before the night we first played Cards Against Humanity. We were all on vacation for a small family reunion. I broke out the box the second night when the folks staying at my home returned after dinner. Deceptively simple, the game quickly evoked laughter right from the first round. It's as fast or slow paced as you want and can (and did) go on for hours. Sometimes the game came to a screeching halt when a 'card czar' was laughing too hard to catch their breath or complete full sentences. A huge plus, in my opinion, is the flexibility allowing tag team play or players to simply jump in and out of the game. We started with five players. Our laughter quickly drew two more. Hosting, it was necessary to drop out occasionally to refresh snacks and drinks and it was easy to tag my adult nephew to take my place. Addicted to some candy themed game on his smart phone, he originally had no interest in playing with us, so he at first took my place begrudgingly. It was around the third time that I returned to tag him out that he asked to stay in. It was no problem to leave him be and be 'dealt in' in again myself. Because I jumped in and out of the game, other people that had been continuous players had more points. Scoring wasn't important to me, but there is a system to do so for that one family member that always plays to win. The game was a conversation topic the next day and the following night we had new additions at the table. Night two was sans margaritas, but the laughter was just as loud. One relation of mine that has never been known for her sense of humor or lightness of attitude was especially hilarious. We got some short breaks the times she was unable to speak as card czar. She shook in her chair, literally for minutes, snorting and gasping for breath. It was a side I'd never seen in her before, so I had my nephew sneak the box of cards into her luggage the day they departed. I may buy another box. I may not. I just know that I feel that only playing those two times was totally worth the money.",5
To be successful at this game you have to be a horrible person and I absolutely love this game! Fun for all ages....er....ummm....adults only please. Great party game...alcohol not included though. Guess that would be the only drawback. If they could squeeze a 6 pack of good craft beer into the box I'd give it an extra 6th star reserved just for absolutely perfect products only. Play this game. Many expansion packs available so you don't get bored with it!,5
"This has got to be the most hysterical game ever invented.  It's hard to explain just exactly what the game is and what makes it so funny, but I'll give it a try.Everyone draws 7 cards which have saying on them like 'Michelle Obama's arms', then one person draws a question card, such as 'what really turns on President Obama'? then each player must lay down one of their cards as an answer.Maybe another player lays down a card that says 'ignoring third world countries', and you can see how inappropriate the game can become.Another question card might say ' ------ is a trap'.  And you might use lay down your answer card which says 'a zesty breakfast burrito' or 'estrogen', in the hopes that your card will be picked and when someone acquires a certain number of cards, they are declared the winner.To say this game brings out the worse in people is an understatement.  Your job is to answer the questions as the playing asking the question would answer, which is why the game becomes such a riot.  If the questioner is someone who can hit bottom, you job is to answer the question with a card that will reveal his/her inner prejudices, fears, bad behavior etc.I've played a lot of games and this is truly the most fun we've ever had.  I've just explained how to play it, and it's that easy.  The only thinking involved is in knowing the inner lives of your opponents.  This game is a study inside the dark, inner workings of your friends and family, and if you play it on Thanksgiving, it might just make it hard to sleep at night knowing who you share blood relations with . . .",5
"Cards Against Humanity is a great Adult game that is sure to give you and those you play with alot of laughs! This game has been great for smaller or bigger get togethers and we have really had alot of fun with this game.. I also love how they have expansion packs as well.. The game is very easy to learn and play and you can choose to play as long as you would like or have time for. This is a game thats dirty and raunchy and they are right can be awkward yet hilarious. This is not a game for those who cant let their hair down and have a good time..  But for those of us who can this is totally worth it and provides hours of entertainment and laughter! There isnt many peices.. just white and black cards.. One person reads the black card which is a question, and the rest of the players simply choose one their white cards in their hands that may fit what the black card read. Overall Great game, give it a try or gift as a gift!!!!",5
"This is, hands down, one of the best games I've ever played. I'm not just talkin' about card games, either. I mean all games.Every couple of months when I have one of my house parties, Cards Against Humanity is pulled off the shelf and played. My guests end up with stomach cramps by the time they leave, from all of the side-splitting laughter that goes on during the game. But the momentary pain is worth it. Plus, gut-busting laughter is a great way to burn off some calories from all those PBRs and microbrews we were drinking.If you don't care about having a nice display box or the beautiful glossy thick official cards, the guys who made C.A.H. give you the option to print out a free copy from their website. I did that initially, out of impatience and anticipation. The card stock self-printed version works, but I eventually upgraded to the official set. I felt better giving some money back to the geniuses who invented this game anyway. It's well worth the price. I've even brought it to friends' parties and never failed to have at least a couple people convinced to buy their own copy by the time the night was done and we all turned into fat gluttonous pumpkins.The game is perfect with around five to nine people playing. Anything less than that just won't offer as many funny scenarios. Anything more than that and each round becomes more tedious for the main card holder. But still, it works with a larger or smaller number than my suggestion.Plus, there are now extensions available for the game! Woot!A word of advice: this game is incredibly un-politically correct. It is definitely not for the squeamish of character, weak of heart, or those who don't have a stomach for profanity or hedonism. You have to have an open-minded sense of humor to use this game to its fullest capabilities. And if you do, you're going to love it.",5
"Overall one of the best games I've had. I'm a college student and it's super fun to have in the dorms. Met a lot of new people freshman year because I owned this and people would come over with their friends to borrow it. I also recommend playing this in pairs so two people are on a team and they choose a card to put forth. Found this to be much more fun.APPROPRIATE AGE + GIFTING:This game has a lot of terms that would be inappropriate for children or preteens (depending on the teen). I would generally recommend this for people 16+. Wouldn't really recommend parents to get this for their kids for Christmas or something since it is inappropriate and may be weird if it was from a parent/relative. Definitely a terrific gift to give a friend or yourself!STILL FUN AFTER A YEAR:I really liked Apples to Apples, which is why I got this. I tried playing Apples to Apples again after having this for a year and it's not even fun anymore compared to this haha. I will say that I've played this multiple times and it continues to be fun, but novel cards are the most interesting. Cards against Humanity offers expansion packs for a reasonable price so those that play a lot can continue to get new cards. I haven't bought any of these yet and still find the game to be fun. It really depends on who you play with!",5
"This game is by far the best I have ever played. It's definitely a party game, for gatherings big and small. I must warn you-- it is not PG-13 and not good for the weak-at-heart. Would NOT let younger ones play it, despite how much they will beg, protest, plead, and try to convince you that they are mature enough to handle it! But, once you really get into it, you'll all have a big laugh at the end! I bought this for my dad for his birthday, and it never fails that we play it for every social gathering that they come across! It's great to play as is, or you can even purchase Expansion Packs for those who are really into it. Love it.",5
"If you're going to have friends over for dinner, play this game.  It is a guaranteed game changer on how the night is going to go.*NOT APPROPRIATE FOR KIDS* We love to have people over for dinner and parties and this game always ends up coming out.  It brings everyone around, interacting with one another and always brings a lot of laughs.I guess you could compare this with Apples to Apples for adults... I think this more falls on the lines of 'Jackass'.I have had the 'wonderful' opportunity to play this three times with my parents, and twice with my father in law. I don't know what it is but I always end up pulling the card, 'what are my parents hiding for me.' Seriously, NO I don't want to play that card.  My parents end up throwing the best, but most inappropriate cards down.  It ends up making my dad laugh so hard his whole body turns red and cries. That in itself people is why we play this game.  There not much else that can make adults laugh and have so much fun over dinner.*Disclaimer: If you do not like to have fun, don't buy this - it is not for you. JUST KIDDING, its hysterical.  We have purchased all the expansion packs and are waiting for more to come out.'",5
"Hilarious.  Bought this for a cocktail party with a few friends at my house. It was a blast!  We're all excited about playing again.  This game is definitely raunchy and edgy and irreverent and deliberately not at all P.C. .  It is most definitely for an all adult audience.  And it's not for the easily offended or those who are uncomfortable with being naughty or offensive or those who are going to take things too seriously.  Lots and lots of jokes that involve sex, bodily functions, race, religion, politics, etc.  While I think it's probably most fun for a smarter crowd to play (it leads to some really witty answers that way and less cards that people don't know what they mean), it's also easy enough as far as the game play goes that I think just about anyone could get the hang of it right off and have a good time playing.  It's simple enough,too, as far as the rules and format go, that you can totally play it when you've had a few drinks,too.  Even our guest who'd hit the bar the hardest was still totally a functioning player through the whole evening.  Yeah, he won less questions when he was wasted than earlier in the evening, but still wasn't so bad at it that it was distracting to the rest of us or took away from the pace or quality of the game.  We played with about 6-8 people and I feel like that was about the right amount.  You want lots of answers to pick from, but if you've got tons of people it might take too long.",5
"The best party game for adults.... ever.......If you have ever played the much tamer Apples to Apples, you already know what to expect. People get cards with outlandish actions, people, or things and use them to fill in the blanks on otherwise innocent questions to produce some very nc17 results.And that's pretty much it.Competition never gets too high. Infact, some games, you will probably find yourself hoping no one wins because you just want the laughs to keep coming.The laughs come frequent and fast, and it's got a ton of expansions to keep the game from feeling old.",5
"It‰Ûªs an amazing game, I just comes down to your own personal sense of humor, if you are easily offended, sensitive to certain topics, or don‰Ûªt enjoy vulgarity, just don‰Ûªt order the game. And especially do not order for kids and young teens. Honestly, you should probably know better.There‰Ûªs many different cards and expansions to add to it, you just cannot get bored of it, ever. I‰Ûªd recommend for people who love to laugh and definitely have a dark sense of humor. Many cards are really inappropriate with sexual connotations, but that‰Ûªs just part of the game, you can choose to play them or not.You can expand on this beyond belief, because the company continues to come up with new expansions.And the cards are easy to clean and pretty hard to damage with liquid.",5
"I typically don't review things but this is important. I bought this game, I've played it many times before, in order to play it with my family. We played it a couple ours ago and now half of my family is ignoring me and the other half is cracking inappropriate jokes causing my dad to yell at me for being the cause of it. If you want your family to stay a family, don't pay this game. My 76 year old grandma just said 'do you know why I have flowers on my underwear?' My 13 year old nephew said 'no, why?' She replied with 'It's in memories of all the heads I've buried down there.' MY 76 YEAR OLD GRANDMA!",5
"Want to cure those doldrums at family get-togethers? Well, wait no more, folks, because Cards Against Humanity is here, and all I can say is WOW.The first time I played this game, I had no idea about its inappropriate nature. I'm no prude, but I was wondering if I was going to be safe if I brought it to our Christmas Eve traditional family gathering. We played the game previously with my daughter and her boyfriend, and I was on the floor, laughing at some of the responses.Christmas Eve was hilarious, to say the least. It's always helpful to get the ice broken with a game like this, which is why the rules of the game are so incredibly brilliant. 'The last one who pooped is the one who gets to ask the first question' had me literally crying, I was laughing so hard. Imagine my mother, who goes to church every week and waters the plants at the church and won't say more than 'darn' reading the cards aloud. Priceless.I brought the game to our friends' house for New Year's Eve. When I tell you that the game went from 'I hate this crap' to 'Hurry up, I want to hear the next question!', I knew we had a winner on our hands. My husband and I already knew the answers, so I went right out and purchased three expansion packs, so that we could be surprised by some of the white cards.Get the game, but if there are children present, wait until they go to bed before you break it out. If you're really shy, get your feet wet with 'Apples to Apples', but I was advised not to even waste my money, and to just buy this one. I'm so not sorry. I don't think you'll be, either, especially if you are a 'horrible person' like me, lol.",5
"I laughed so hard I peed my pants.The game is rude, crude, and in some circles socially unacceptable.But I LOVED it.So easy to learn. There are black and white cards.The black cards have a sentence with a blank spot (or two). The white cards have a word that can be used to fill in the blanks. Everyone takes 10 white cards. The person who pooped last takes the first black card and reads the sentence out loud then the players put down the card they think would be the most appropriate (or not). Don't worry if you don't want to disclose your bathroom routine with your peeps, there is always a person proud to tell how regular he is. Besides, being first does not give you an advantage. It is just that the game has to start with someone.Then the person who drew the black card decides what card fits in the blank the best (or the funniest).  The person who had the best card is the next to draw a black card. This game is so fun, but for adults only.",5
"Hilarious for adults (not for church groups); I went through the cards and took out the explicit ones to play it with my 13-year-old daughter and her friends and it was still very, very funny. Plus, this company does great work, like buying a piece of the border property and hiring a team of lawyers to keep it to slow down and botch up Drumpf's plans to build a wall. Yay for CAH!",5
"What a relief to discard the facade and just be myself, and while doing so, have the pleasure of watching my friends shed their own layers of proper conduct. When permission is tacitly given ‰ÛÒ these are the rules of the game and must be followed -- it is amazing how quickly socially acceptable behavior/thinking freely drops away in search of the best punchline.Set up is fast and rules are minimal. The Card Czar (judge) holds a black card that contains a phrase needing completion. Each player has ten white cards, and selects one they think best finishes the phrase. The judge makes the final determination and that player wins the hand. The game is flexible to shorten or lengthen, etc.. Not a game for children.Am I a despicable person? I didn‰Ûªt realize it before, but given my rude and unthinkable selections made during play, without question I am, but there is some comfort in the knowledge that my friends are horrible, too. It is difficult to get too upset about it because, as noted above, it was not within our control. We had to choose from the cards dealt ‰ÛÒ it wasn‰Ûªt our fault.  Normally we would never‰Û_ Well, maybe it was our fault, but so what.",5
"If you are a prude, stay away!!!!!! I bought this game for a new years eve get together (Dec 2018, 6 of us) and it was a hit! I was hesitant but after seeing a few videos online I decided what the heck! Our age range was 25-45 and it was the most, cheapest and memorable fun I had in a while! There were times that the person reading the card couldn't even finish! Laughing so hard almost not breathing!!! We played it our own way, didn't read the directions but we stuck to the basic jist of how to play and it worked, prob even better! DEFINITELY NOT FOR CHILDREN OR BORING ADULTS LOL",5
"Firstly, let me just say that I took some of the warnings about 'if you are easily offended' with a grain of salt.  I no longer do.  This game has 'answer' cards in it that I wouldn't even want to vaguely describe on a posted review on Amazon.  I've even considered implementing a house rule that says if you wouldn't feel comforting explaining what something is (if others don't know) you should probably swap that card out... because there are 'answer' cards in here that you more than likely would not want to have to explain to your parents (or have them explain to you).I have a group of very close, long time friends (going back as far as 30-35 years) so we can easily revert back to our immature years given the right circumstances.  This game has us laughing so hard we couldn't talk and/or were crying due to laughter.  The question of the night was 'But, before I kill you Mr Bond, I must show you ______'.  I don't think it would be appropriate to give the answer than won the round here (it was the one that had a few of us laughing so hard we had to pause the game momentarily).So, this game is freaking awesome, but if you don't find poop jokes or making fun of various things like ethnicity, minorities, sexual topics or religions occasionally funny you should probably avoid this game.  If you find ANYTHING AT ALL in this world too offensive to joke about, this game will probably offend you at SOME point.  For the rest of you horrible people, you'll be buying all the expansions (which I hear are even more over the top).You could play with as little as three people to as many as you like, but I would say an ideal number of people playing this game would be in the 6-8 range.  At least six, so you have five answers to choose from, however I think getting over eight people would make it a little more difficult to keep the game moving at a decent pace.  Lastly, as funny as this game can be, you probably don't want to play it ALL THE TIME, because I suspect the shock value of some of the cards would start to wear thin if played excessively.",5
"Warning: I have played this game only three times, and I didn't follow the rules any of those three times.However, each of the times I've played, it's been with different people, all of whom were more experienced than I.  My first game was with my sister.  It was just the two of us throwing cards at each other, and it resulted in quite a bit of hilarity. She shared about the time her husband had to explain to our mom what 'pixelated bukkake' was.  We laughed. We cried. It was warm and fuzzy.The other times were with friends.  Friends I didn't know too well.  At least, not until the end of the game.  By then it was pretty clear who was going to hell (all of us) and in which handbasket (not pretty ones).I learned more from this game than I did in high school.  I had no idea what Hutus and Tutsis meant when I first sat down to play. Even now that I know, I still giggle when I hear the words. The only mention of Aaron Burr I'd ever heard was on Big Daddy with Adam Sandler.  Having Wikipedia open on a nearby electronic device may help immensely when playing this game, so everyone doesn't have to admit they don't know what smegma means.Finally, if any word or mention in this review offends you in any way, please avoid this game.  This game is not for you.  It's not for everyone.  I would not, for instance, invite the 90 year old WWII veteran next door to play.  I wouldn't invite the folks across the street with sixty-four grandkids and a sign stating 'ABORTION STOPS A BEATING HEART' who asked me my mother's name so they could pray for her (and presumably me) to play.  I MIGHT invite the nosy hobag next door who acts shocked and pearl-clutchy at everything to play, just to see the look on her face (and maybe thwart future visits to pry into my personal life).  Otherwise, this is a great game for parties of all types. (Except church ice cream socials.  Unless you want to know what a sick bastard your pastor is.)",5
"I have been meaning to get this game for our family... well, maybe just for the adults. We have just started having game nights at home and this game is a favorite. It is quickly becoming a sure pick for all game nights, and it always ends up being a riot. It is of course raunchy and not at all politically correct, which is a fresh experience from all our other family games. This game is not to be played with kids around unless you want them to increase their vocabulary in ways that will get them detention. I will increase our playing time and ability to play with more people once we get extension sets so we have more cards to pick from. Unless you're a prude, you will enjoy this adult card game. Get it!",5
"Sorry, infer what you will from this, but this game is hands-down the most fun I've ever had with a board or card game, bar none.  I've found it more fun playing with people you know quite well, but it's also a riot at parties where you may not know everyone as well; guaranteed you'll have a much deeper understanding of them after busting this out.  We laughed so hard, all night -  the gut-busting, deep belly laughter that makes a fat girl like me realize the next day what stomach muscles really are ( and where they are -  so sore in the belly and jaw the next day!)  I've purchased all four expansion packs, as well as the bonus xmas edition from 2012, and cannot say enough good things about this game. My son and even his co-workers have asked to borrow this, it's wicked good fun. Not for the faint of heart, this is for people who are not offended easily, but the title should express that well enough.  If you've clicked on the link based on the title, you're halfway to being the kind of person this was designed for. If you've read the reviews and are even considering the purchase?  Do it, do it now.  RIght now.  You will NOT be sorry.  Also, the guys who print this game are really, really effing cool -  read a little about Cards Against Humanity LLC and you'll see what I mean.  ( For instance, donating the entire profit from the xmas edition in 2012 -  I mean, what companies DO that in this day and age?  They also make this free to print for anyone that wants to and has the capability.  Again, who would DO that in this day and age?)  Winners in my book all the way around -  I'll purchase every flipping extension pack they offer.*****  EDIT  *****  OK, folks -  8228 reviews, and only 178 that have three stars or fewer. Do the math, people; more than 97% of reviewers gave this 4 or 5 stars. These are excellent odds.  I suspect the lower ratings are from people that really didn't know what they were getting into, then found the game offensive.  The descriptions states it's a card game for horrible people, so everyone is warned.  Buy this, you will not regret it.",5
"I played this for the first time over the weekend.  I highly recommend playing with your friends, its a quick way to determine who of the bunch is the pervert, the sociopath, the depressed one, and who suffers from social anxiety.  But if you add some drinking into the mix, you won't care that your friends are a bunch of perverted psychos and you can all shamelessly laugh at the messes your lives have become and bond over your common warped senses of humor each time you combine your cards!",5
"Came in the mail with the game plastic sealed and brand new. The item arrived in ONE day, so I am very pleased.Cards Against Humanity is a really fun game for adults. Don't make the mistake of thinking your 13-year-old can play! It WILL be awkward! This game really is for adults only. I have played with 9 people and there was no problem with having too many people playing. Definitely recommend for adult fun!",5
"This is it. The one. The alpha and the omega of raunchy card games. Cards Against Humanity may very well be one of the funniest and most vulgar experiences you can expose your friends and house-guests to without winding up in jail by the end of the evening. This game is played in virtually the same manner asåÊApples to Apples Party Box - The Game of Crazy Combinations (Family Edition)åÊbut with cards that would make your grandmother blush. The amount of thought and ingenuity that went into devising the cards is a masterpiece. 'My big black dick?' Check. 'Women's suffrage?' Check. 'Harry Potter Erotica?' You bet!The sheer number of possible combinations is staggering and several of the prompts for a round require multiple cards, allowing for interesting and unexpected depths of depravity for the human mind to descend into. If your friends are moral absolutists who can't laugh at anything remotely terrible, this is not the game for them. For everyone else, this is one of the best experiences you can ever have with a card game and I wholeheartedly recommend it.",5
"What a hilarious game.  I have purchased this in addition to the expansion packs and it has been a staple at gatherings at my house.  I guess that makes me a horrible person according to their slogan, 'A Game for Horrible People'.  It is refreshing to have a game that isn't concerned with being politically correct and censored.  The more players, the better it gets.  The more alcohol, the better it gets.  I removed several of the cards from the deck that we typically didn't use a lot and weren't as funny as the others so we appreciate the addition of expansion packs.  It's a blast!Caution: If you're easily offended, don't buy it.  You're only going to write a nasty review later and then get trolled online for it!  Please, please, please don't buy if you're easily offended.",5
"Not sure how to do this review. Basically this is Apples to Apples (if you have kids you probably played that game), but for adults. Very adult themes. At first you may be embarrassed to play. After you get over that.... well, you will probably either have a great time or give up. There's not really any middle ground. You'll be watching over your shoulder to make sure your HR department isn't there... even at home. Yep, it can be that bad.We played it with some friends and weren't sure if they would like it. 20 minutes later we were all laughing so hard that we could barely breath! Everyone enjoyed it so much they all ended up wanting to buy their own copy.Honestly, it's really fun and can be silly, raunchy and offensive.. you'll love. It depends on what cards you get for the answers and how twisted you are, but even a bad hand of answer cards can make some of the funniest, most amusing answers. Even if you don't win, you'll enjoy the game.Just be sure to invite your crazy friends over to play.",5
"Great card game for adults (definitely NOT for children or teens - I agree with the 17+ age they have on the side of the box). It's hilarious and outrageous - we can play this game for hours. This is the adult version of the card game 'Apples to Apples'. I do not recommend this to someone who is more 'conservative' as it does get pretty morbid and raunchy. Otherwise, GET THIS GAME!",5
"What a fun game!  Definitely not for young ones but definitely for adults!  I haven't laughed like I did while playing this game in a long long time.  I think some of our friends were laughing so hard that they were crying.  If you have a dinner party scheduled with adults and want to laugh your butt off, play Cards Against Humanity.  There are also extension packs that can be purchased too-",5
"There are over 1,000 reviews on here, so mine will probably get lost in the crowd. However, I can assure anybody that does happen to read this that Cards Against Humanity is a ridiculously fun game. With that said, it's really not a good one for kids to play, or be in the room while you play.I've owned this game for about 2 months and have played it for hours upon hours during that time period. I played a game with three other people and we used the entire black card deck just this past weekend (hours of playing) because it's really that much fun. I played with my family over Thanksgiving and my dad called me up after I had left to ask me what the 'name of that funny card game is.' I would definitely recommend this game if you are not easily offended. However, if you are sensitive to crude humor then you should steer clear of this game and buy apples to apples.I personally have enjoyed this game despite the limited number of cards (I'm now considering purchasing all of the expansions). Even if you get the same black card that you have seen a dozen times it will still have hilarious outcomes due to the white cards being different. Well worth $25 IMO.",5
"We actually already had this game but I got this game as a gift for someone who has game nights.  It‰Ûªs a game that everyone should have.  I knew they would love it. The next day, after gifting it, I got a message that said ‰ÛÏI haven‰Ûªt laughed this hard in a long time! Everyone is dying of laughter over here!‰ÛùGet this game if you‰Ûªre thinking about it! It can even get those uptight people to break out of their shell!",5
"Only the people who know you best know your true sense of humor.  With those chosen few you are at ease to say every nasty, filthy, sick, snide and snarky comment you can think of - knowing they understand you don't really mean it and will laugh right alongside you and not hold it against you. If you don't participate in foul, politically incorrect humor, then keep on shopping!  Be advised, with this game, you are exposed to the most awful and utterly disgusting ideas.  How could one even attempt to joke about such things as The Holocaust, suffering children, cancer, and testicles?  I am known for my blunt sense of humor and my caustic wit, but even I was unable to actually speak many of the phrases I concocted to win certain rounds.  As I placed down the cards, I simply hung my head in shame knowing I had bested others this round, while those around me mightily guffawed.  If you don't laugh at Howard Stern, are shocked by Daniel Tosh, and/or hate South Park, you will be horribly offended by this game. This is the most horrible, irreverent game you will ever love.",5
"I won't go into detail since 6,500 people have already done that... but will add my voice to the chorus.  If you and your friends have a sick sense of humor, this is the game for you.  It's simple and hilarious.  We were introduced to it by friends who are gay, and I have to say that playing this game with half a dozen gay men just adds to the amusement.  Each person takes it in turn to read from a black card which has a missing word or phrase, and you have to suggest the fill-in-the-blank from the white cards in your hand.  The reader then gets to decide which entry is best and the winner keeps the black card... the winner is the first to accumulate X black cards (where X is a number you select).A few winning entries will suffice to give you a flavor:The Smithsonian Institution Museum of Natural History* - [where, btw, I worked for several years] -  has a new interactive exhibit on -----Winner: 'Children on leashes'What's that smell?Winner: 'Gandhi'When I was tripping on acid, ----- turned into ----- [This is one of several two-phrase cards]Winner: White privilege, the homosexual agendaYou get the idea.  Btw, DON'T pay the absurd amount of money some sellers on Amazon are asking (currently $169!) when this is sold out... just wait till Amazon restocks and get it for the regular 25 bucks.Enjoy... just don't try playing this game with fundamentalist Christians, your grandparents or people with no imagination.",5
"Older kids have a really good time playing this game. If you start getting the same cards, you can buy expansion packs from the manufacturer, and can purchase other third party expansion packs  such as 'crabs against humidity' . We have several sets of each.The game is a bit like Apples to Apples, but more entertaining for teens and adults. I don't suggest kids play this due to some of the content.",5
"I've played a lot of games over the years. A lot. Many of these have been card games with friends, around a table. Sometimes with an 'adult beverage', other times not. From a 'just going to have some fun with my friends' level, this game is tough to beat.I was exposed to Cards Against Humanity at a regional Sci-Fi / Fantasy convention during a birthday party for one of our guests. A nice young lady was sitting at a table with the game, another young lady noticed it and started talking about how fun it was,  and next thing you know it, our Guest was at the table and we were laughing our butts off.  We were laughing hard enough that there were tears. This is a good sign you have a good game. I will say this - the group playing was all very creative, intelligent, and shall we say... twisted. It was a 4 day gathering of Geeks after all.  I enjoyed the game so much, I pulled out my 'droid and ordered the game and the expansion, on the spot!This game is not for everyone (especially kids). If you get offended, ever, at anything - do not buy it. It has language, ideas, concepts, phrases, and so on that will make you cringe. If you have a group of friends that watch NASCAR, WWE, NFL, etc as 'entertainment' all the time ... this game isn't for you. If you have open minded friends, who like to have fun, laugh, and let offensive things roll off your back - then by all means get this game. If you laugh at things that are WRONG - then get this game.It's been called Apples to Apples for 'grown ups', and that is fairly accurate. Game play is similar, with a few twists. Rather than a word, person, or place - you work with a concept and try to match what you think the 'Card Czar' will choose. It is NOT Apples to Apples - it's more.  Just buy the dang thing.Fun level: Yes, 5 stars. But not for everyone. Seriously. This game is not fun for everyone.Educational value: Yes, 5 stars. You learn A LOT about your friends playing this game.. hehe.Durability: Yes, 5 Stars. It's a card game, on pretty heavy cards.  Should last you a good long while.",5
"I was curious on whether I should buy this card game since people were talking about it online.At first, I thought this game would be boring or 'meh' for my friends.I was wrong.I brought this to my friend's birthday thinking that this would be just another boring card game. But as my 15 friends and I started playing, the fun couldn't be contained. We played, played, played, and played, revealing how creative and how screwed up all our minds are. Even my friends who I thought were innocent, nice, sweet, and bubbly, won the game with their most twisted card choices. I will never look at them the same way again.Hours went by as the laughter ensued.We all had fun.The thing is, unless you buy the expansion packs or play only on special party occasions, this game could get old.In addition, I was lucky that my friends don't get seriously offended because, trust me, some combinations can be.So, don't play it too much with the same people and don't play it with the prudish and the easily offended.Please, if you doubt this game, don't. I think this is one of the best $25 I spent on Amazon ever.",5
"What can I say? Our family laughs so hard we beg to stop so our jaws can rest from all of the chuckles, chortles, guffaws, howls and belly laughs. We gasp for breath, and wipe tears from laughing so hard. We gasp in shock as a 'sweet' person plays an unexpected and not politically-correct card. Not for the delicate or easily offended, this game will have you learn all sorts of things about friends or family members. We will pull some of the racier cards when in more genteel company, but nothing beats a rip-roaring game with the family. With all of the distractions and busy lives our family leads, nothing other than calling my kids for dinner gets them to come running faster than, 'Anybody want to play Cards Against Humanity?' Family game night is back in the house! FYI, our sons are ages 19 and 22 ( in university) and we pull this out when they have their friends over for a BBQ etc. Definitely makes us the 'cool parents' on the block! lol",5
"This game's permanent home is in my backpack. Why? Because I bring it to school every day - no joke. I'm in dental school where sometimes you get a little downtime between patients or rotations. This game is how we pass the time, and it's been a very inclusive game because you can play it with just a few people or a huge crowd.Like others, I'd probably describe it as a dirty version of Apples-to-Apples. Honestly, it's like Apples-to-Apples had a baby with Urban Dictionary and this was the result. Heck, I've even played it with my parents and family before and even that is a hilarious experience despite it's moments of awkward pauses. But then again, my family consists of three brothers (all in their twenties), my parents (in their early fifties), and myself, so that might explain how we can play a ridiculous game like this with no shame. But as you can see, it's great for adults of all ages who have a sense of humor (this game WILL be crude, guaranteed) and even  parties. I plan on breaking it out on Thanksgiving and Christmas this year since there's no person under the age of 19 anymore in my extended family.If you want a preview of the types of topics / cards in the game, go to the manufacturer's website. There's a PDF you can download and determine for yourself if this is a game that's kosher or worth investing in (and it is).",5
"I bought this game to play with some friends. I had heard good things but did not have too high of expectations. I was wrong, it was a BLAST! We were all laughing and having a great time. It is not for people who are easily offended, have a problem with racist, religious, political, or pretty much any other hot button issue being made fun of. We bought some expansions and are going to play again soon. This is definitely great for an adult game night. I would suggest 4-6 players with this deck. 6+ you will probably need to add some expansions to make the game last longer. The game play is easy, the rules are easy to follow (read the entire rule book, trust me on this one, it is worth it!), and it is good, not so clean fun. Easy 5 stars!",5
